,index,Year,State,D_p,N_p,O_p,R_p,D_s,N_s,O_s,R_s,D_h,O_h,R_h,D_g,O_g,R_g,code
3199,2385,1976,Oklahoma,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,,,,OK
3200,5344,1978,Vermont,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,VT
3201,5300,1978,Alabama,,,,,1.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,AL
3202,5321,1978,Michigan,,,,,1.0,0.0,0.0,0.0,14.0,0.0,6.0,,,,MI
3203,5320,1978,Massachusetts,,,,,1.0,0.0,0.0,0.0,10.0,0.0,2.0,1.0,0.0,0.0,MA
3204,5319,1978,Maryland,,,,,0.0,1.0,0.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,MD
3205,5318,1978,Maine,,,,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,ME
3206,5317,1978,Louisiana,,,,,1.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,1.0,LA
3207,5316,1978,Kentucky,,,,,1.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,KY
3208,5315,1978,Kansas,,,,,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,KS
3209,5314,1978,Iowa,,,,,0.0,0.0,0.0,1.0,3.0,0.0,3.0,,,,IA
3210,5313,1978,Indiana,,,,,0.0,1.0,0.0,0.0,7.0,0.0,4.0,,,,IN
3211,5322,1978,Minnesota,,,,,0.0,0.0,0.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,MN
3212,5312,1978,Illinois,,,,,0.0,0.0,0.0,1.0,11.0,0.0,14.0,,,,IL
3213,5310,1978,Hawaii,,,,,0.0,1.0,0.0,0.0,2.0,0.0,0.0,,,,HI
3214,5309,1978,Georgia,,,,,1.0,0.0,0.0,0.0,9.0,0.0,1.0,,,,GA
3215,5308,1978,Florida,,,,,0.0,1.0,0.0,0.0,12.0,0.0,3.0,1.0,0.0,0.0,FL
3216,5307,1978,Delaware,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,DE
3217,5306,1978,Connecticut,,,,,0.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,CT
3218,5305,1978,Colorado,,,,,0.0,0.0,0.0,1.0,3.0,0.0,2.0,,,,CO
3219,5304,1978,California,,,,,0.0,1.0,0.0,0.0,26.0,0.0,18.0,,,,CA
3220,5303,1978,Arkansas,,,,,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,AR
3221,5302,1978,Arizona,,,,,0.0,1.0,0.0,0.0,2.0,0.0,2.0,,,,AZ
3222,5311,1978,Idaho,,,,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,ID
3223,5323,1978,Mississippi,,,,,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,MS
3224,5324,1978,Missouri,,,,,0.0,1.0,0.0,0.0,8.0,0.0,2.0,,,,MO
3225,5325,1978,Montana,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,MT
3226,5337,1978,Pennsylvania,,,,,0.0,1.0,0.0,0.0,16.0,0.0,10.0,0.0,0.0,1.0,PA
3227,5338,1978,Rhode_Island,,,,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,RI
3228,5339,1978,South_Carolina,,,,,0.0,0.0,0.0,1.0,4.0,0.0,2.0,1.0,0.0,0.0,SC
3229,5340,1978,South_Dakota,,,,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,SD
3230,5341,1978,Tennessee,,,,,0.0,0.0,0.0,1.0,5.0,0.0,3.0,0.0,0.0,1.0,TN
3231,5342,1978,Texas,,,,,0.0,0.0,0.0,1.0,20.0,0.0,4.0,0.0,0.0,1.0,TX
3232,5343,1978,Utah,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,,UT
3233,5345,1978,Virginia,,,,,0.0,0.0,0.0,1.0,4.0,0.0,6.0,,,,VA
3234,5346,1978,Washington,,,,,0.0,1.0,0.0,0.0,6.0,0.0,1.0,,,,WA
3235,5347,1978,West_Virginia,,,,,1.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,WV
3236,5348,1978,Wisconsin,,,,,0.0,1.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,1.0,WI
3237,5349,1978,Wyoming,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,WY
3238,5334,1978,Ohio,,,,,0.0,1.0,0.0,0.0,10.0,0.0,13.0,,,,OH
3239,5333,1978,North_Dakota,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,ND
3240,5332,1978,North_Carolina,,,,,0.0,0.0,0.0,1.0,9.0,0.0,2.0,,,,NC
3241,5331,1978,New_York,,,,,0.0,1.0,0.0,0.0,26.0,0.0,13.0,,,,NY
3242,5330,1978,New_Mexico,,,,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,NM
3243,5329,1978,New_Jersey,,,,,1.0,0.0,0.0,0.0,10.0,0.0,5.0,,,,NJ
3244,5328,1978,New_Hampshire,,,,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,NH
3245,5327,1978,Nevada,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,NV
3246,5326,1978,Nebraska,,,,,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,NE
3247,5301,1978,Alaska,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,AK
3248,5336,1978,Oregon,,,,,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,OR
3249,5335,1978,Oklahoma,,,,,1.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,OK
3250,2448,1980,Wisconsin,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,4.0,,,,WI
3251,2422,1980,Minnesota,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,5.0,,,,MN
3252,2421,1980,Michigan,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,0.0,8.0,,,,MI
3253,2420,1980,Massachusetts,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,2.0,,,,MA
3254,2419,1980,Maryland,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,,,,MD
3255,2418,1980,Maine,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,,ME
3256,2417,1980,Louisiana,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,2.0,,,,LA
3257,2416,1980,Kentucky,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,,,,KY
3258,2415,1980,Kansas,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,,,,KS
3259,2414,1980,Iowa,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,,,,IA
3260,2413,1980,Indiana,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,5.0,0.0,0.0,1.0,IN
3261,2412,1980,Illinois,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,14.0,,,,IL
3262,2411,1980,Idaho,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,ID
3263,2410,1980,Hawaii,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,HI
3264,2409,1980,Georgia,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,,,,GA
3265,2408,1980,Florida,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11.0,0.0,4.0,,,,FL
3266,2407,1980,Delaware,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,DE
3267,2406,1980,Connecticut,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,,,,CT
3268,2405,1980,Colorado,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,,,,CO
3269,2404,1980,California,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,23.0,0.0,21.0,,,,CA
3270,2403,1980,Arkansas,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,AR
3271,2402,1980,Arizona,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,,,,AZ
3272,2423,1980,Mississippi,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,,,,MS
3273,2424,1980,Missouri,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,1.0,MO
3274,2425,1980,Montana,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,MT
3275,2426,1980,Nebraska,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,,,,NE
3276,2447,1980,West_Virginia,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,,,,WV
3277,2446,1980,Washington,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,1.0,WA
3278,2445,1980,Virginia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,VA
3279,2444,1980,Vermont,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,VT
3280,2443,1980,Utah,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,UT
3281,2442,1980,Texas,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,19.0,0.0,5.0,,,,TX
3282,2441,1980,Tennessee,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,3.0,,,,TN
3283,2440,1980,South_Dakota,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,SD
3284,2439,1980,South_Carolina,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,,,,SC
3285,2438,1980,Rhode_Island,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,,RI
3286,2449,1980,Wyoming,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,WY
3287,2437,1980,Pennsylvania,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,1.0,13.0,,,,PA
3288,2435,1980,Oklahoma,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,,,,OK
3289,2434,1980,Ohio,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,15.0,,,,OH
3290,2433,1980,North_Dakota,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,ND
3291,2432,1980,North_Carolina,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,4.0,,,,NC
3292,2431,1980,New_York,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,22.0,0.0,17.0,,,,NY
3293,2400,1980,Alabama,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,,,,AL
3294,2430,1980,New_Mexico,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,,NM
3295,2429,1980,New_Jersey,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,7.0,0.0,0.0,1.0,NJ
3296,2428,1980,New_Hampshire,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,NH
3297,2427,1980,Nevada,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,NV
3298,2436,1980,Oregon,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,,,,OR
3299,2401,1980,Alaska,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,AK
3300,5367,1982,Louisiana,,,,,0.0,1.0,0.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,LA
3301,5351,1982,Alaska,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,AK
3302,5372,1982,Minnesota,,,,,0.0,0.0,0.0,1.0,5.0,0.0,3.0,0.0,1.0,0.0,MN
3303,5373,1982,Mississippi,,,,,1.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,MS
3304,5374,1982,Missouri,,,,,0.0,0.0,0.0,1.0,6.0,0.0,3.0,,,,MO
3305,5375,1982,Montana,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,MT
3306,5376,1982,Nebraska,,,,,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,NE
3307,5378,1982,New_Hampshire,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,NH
3308,5371,1982,Michigan,,,,,1.0,0.0,0.0,0.0,12.0,0.0,6.0,1.0,0.0,0.0,MI
3309,5379,1982,New_Jersey,,,,,1.0,0.0,0.0,0.0,9.0,0.0,5.0,,,,NJ
3310,5381,1982,New_York,,,,,1.0,0.0,0.0,0.0,20.0,0.0,14.0,1.0,0.0,0.0,NY
3311,5382,1982,North_Carolina,,,,,0.0,1.0,0.0,0.0,9.0,0.0,2.0,,,,NC
3312,5383,1982,North_Dakota,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,ND
3313,5384,1982,Ohio,,,,,1.0,0.0,0.0,0.0,10.0,0.0,11.0,1.0,0.0,0.0,OH
3314,5385,1982,Oklahoma,,,,,0.0,1.0,0.0,0.0,5.0,0.0,1.0,,,,OK
3315,5386,1982,Oregon,,,,,0.0,1.0,0.0,0.0,3.0,0.0,2.0,,,,OR
3316,5380,1982,New_Mexico,,,,,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,NM
3317,5370,1982,Massachusetts,,,,,1.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,0.0,0.0,MA
3318,5369,1982,Maryland,,,,,1.0,0.0,0.0,0.0,7.0,0.0,1.0,,,,MD
3319,5368,1982,Maine,,,,,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,ME
3320,5352,1982,Arizona,,,,,1.0,0.0,0.0,0.0,2.0,0.0,3.0,,,,AZ
3321,5353,1982,Arkansas,,,,,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,AR
3322,5354,1982,California,,,,,0.0,0.0,0.0,1.0,29.0,0.0,17.0,0.0,0.0,1.0,CA
3323,5355,1982,Colorado,,,,,0.0,1.0,0.0,0.0,3.0,0.0,4.0,,,,CO
3324,5356,1982,Connecticut,,,,,0.0,0.0,0.0,1.0,4.0,0.0,2.0,,,,CT
3325,5357,1982,Delaware,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,DE
3326,5358,1982,Florida,,,,,1.0,0.0,0.0,0.0,13.0,0.0,6.0,,,,FL
3327,5359,1982,Georgia,,,,,0.0,1.0,0.0,0.0,10.0,0.0,1.0,1.0,0.0,0.0,GA
3328,5360,1982,Hawaii,,,,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,HI
3329,5361,1982,Idaho,,,,,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,,ID
3330,5362,1982,Illinois,,,,,0.0,1.0,0.0,0.0,13.0,0.0,10.0,,,,IL
3331,5363,1982,Indiana,,,,,0.0,0.0,0.0,1.0,5.0,0.0,5.0,,,,IN
3332,5364,1982,Iowa,,,,,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,IA
3333,5365,1982,Kansas,,,,,0.0,1.0,0.0,0.0,2.0,0.0,3.0,,,,KS
3334,5366,1982,Kentucky,,,,,0.0,1.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,KY
3335,5350,1982,Alabama,,,,,0.0,1.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,AL
3336,5377,1982,Nevada,,,,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,NV
3337,5388,1982,Rhode_Island,,,,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,RI
3338,5390,1982,South_Dakota,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,SD
3339,5387,1982,Pennsylvania,,,,,0.0,0.0,0.0,1.0,13.0,0.0,10.0,,,,PA
3340,5399,1982,Wyoming,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,WY
3341,5389,1982,South_Carolina,,,,,0.0,1.0,0.0,0.0,3.0,0.0,3.0,,,,SC
3342,5397,1982,West_Virginia,,,,,1.0,0.0,0.0,0.0,4.0,0.0,0.0,,,,WV
3343,5396,1982,Washington,,,,,1.0,0.0,0.0,0.0,5.0,0.0,3.0,,,,WA
3344,5398,1982,Wisconsin,,,,,1.0,0.0,0.0,0.0,6.0,0.0,4.0,1.0,0.0,0.0,WI
3345,5394,1982,Vermont,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,VT
3346,5393,1982,Utah,,,,,0.0,0.0,0.0,1.0,0.0,0.0,3.0,,,,UT
3347,5392,1982,Texas,,,,,1.0,0.0,0.0,0.0,21.0,0.0,6.0,1.0,0.0,0.0,TX
3348,5391,1982,Tennessee,,,,,1.0,0.0,0.0,0.0,6.0,0.0,3.0,,,,TN
3349,5395,1982,Virginia,,,,,0.0,0.0,0.0,1.0,4.0,0.0,6.0,,,,VA
3350,2474,1984,Missouri,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,1.0,MO
3351,2465,1984,Kansas,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,,,,KS
3352,2473,1984,Mississippi,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,,,,MS
3353,2472,1984,Minnesota,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,3.0,,,,MN
3354,2471,1984,Michigan,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,0.0,7.0,,,,MI
3355,2470,1984,Massachusetts,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,1.0,,,,MA
3356,2468,1984,Maine,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,ME
3357,2467,1984,Louisiana,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,2.0,,,,LA
3358,2466,1984,Kentucky,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,,,,KY
3359,2464,1984,Iowa,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,,,,IA
3360,2458,1984,Florida,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,0.0,7.0,,,,FL
3361,2462,1984,Illinois,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.0,0.0,9.0,,,,IL
3362,2461,1984,Idaho,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,ID
3363,2460,1984,Hawaii,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,HI
3364,2459,1984,Georgia,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,2.0,,,,GA
3365,2457,1984,Delaware,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,DE
3366,2456,1984,Connecticut,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,,,,CT
3367,2455,1984,Colorado,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,,,,CO
3368,2454,1984,California,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,27.0,0.0,18.0,,,,CA
3369,2453,1984,Arkansas,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,,,,AR
3370,2452,1984,Arizona,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,,,,AZ
3371,2463,1984,Indiana,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,5.0,,,,IN
3372,2475,1984,Montana,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,MT
3373,2480,1984,New_Mexico,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,,,,NM
3374,2477,1984,Nevada,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,,NV
3375,2499,1984,Wyoming,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,WY
3376,2498,1984,Wisconsin,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,4.0,,,,WI
3377,2497,1984,West_Virginia,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,WV
3378,2496,1984,Washington,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,3.0,1.0,0.0,0.0,WA
3379,2495,1984,Virginia,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,6.0,1.0,0.0,0.0,VA
3380,2494,1984,Vermont,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,VT
3381,2493,1984,Utah,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,UT
3382,2492,1984,Texas,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,18.0,0.0,10.0,,,,TX
3383,2491,1984,Tennessee,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,3.0,,,,TN
3384,2490,1984,South_Dakota,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,SD
3385,2476,1984,Nebraska,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,NE
3386,2489,1984,South_Carolina,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,,,,SC
3387,2487,1984,Pennsylvania,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,13.0,0.0,10.0,,,,PA
3388,2486,1984,Oregon,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,,,,OR
3389,2485,1984,Oklahoma,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,,,,OK
3390,2484,1984,Ohio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11.0,0.0,10.0,,,,OH
3391,2483,1984,North_Dakota,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,ND
3392,2482,1984,North_Carolina,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,5.0,0.0,0.0,1.0,NC
3393,2481,1984,New_York,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,20.0,0.0,15.0,,,,NY
3394,2451,1984,Alaska,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,AK
3395,2479,1984,New_Jersey,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,6.0,,,,NJ
3396,2478,1984,New_Hampshire,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,NH
3397,2488,1984,Rhode_Island,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,RI
3398,2450,1984,Alabama,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,,,,AL
3399,2469,1984,Maryland,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,2.0,,,,MD
3400,5401,1986,Alaska,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,AK
3401,5422,1986,Minnesota,,,,,0.0,1.0,0.0,0.0,5.0,0.0,3.0,,,,MN
3402,5421,1986,Michigan,,,,,0.0,1.0,0.0,0.0,11.0,0.0,7.0,,,,MI
3403,5420,1986,Massachusetts,,,,,0.0,1.0,0.0,0.0,10.0,0.0,1.0,,,,MA
3404,5419,1986,Maryland,,,,,1.0,0.0,0.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,MD
3405,5418,1986,Maine,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ME
3406,5417,1986,Louisiana,,,,,1.0,0.0,0.0,0.0,5.0,0.0,4.0,1.0,0.0,0.0,LA
3407,5416,1986,Kentucky,,,,,1.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,KY
3408,5415,1986,Kansas,,,,,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,KS
3409,5414,1986,Iowa,,,,,0.0,0.0,0.0,1.0,2.0,0.0,4.0,,,,IA
3410,5413,1986,Indiana,,,,,0.0,0.0,0.0,1.0,6.0,0.0,4.0,,,,IN
3411,5423,1986,Mississippi,,,,,0.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,MS
3412,5412,1986,Illinois,,,,,1.0,0.0,0.0,0.0,14.0,0.0,9.0,,,,IL
3413,5410,1986,Hawaii,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,HI
3414,5409,1986,Georgia,,,,,1.0,0.0,0.0,0.0,8.0,0.0,2.0,,,,GA
3415,5408,1986,Florida,,,,,1.0,0.0,0.0,0.0,12.0,0.0,7.0,1.0,0.0,1.0,FL
3416,5407,1986,Delaware,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,DE
3417,5406,1986,Connecticut,,,,,1.0,0.0,0.0,0.0,3.0,0.0,4.0,,,,CT
3418,5405,1986,Colorado,,,,,1.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,CO
3419,5404,1986,California,,,,,1.0,0.0,0.0,0.0,28.0,0.0,18.0,,,,CA
3420,5449,1986,Wyoming,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,WY
3421,5400,1986,Alabama,,,,,1.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0,AL
3422,5448,1986,Wisconsin,,,,,0.0,0.0,0.0,1.0,5.0,0.0,4.0,0.0,0.0,1.0,WI
3423,5411,1986,Idaho,,,,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,ID
3424,5402,1986,Arizona,,,,,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,AZ
3425,5424,1986,Missouri,,,,,0.0,0.0,0.0,1.0,5.0,0.0,4.0,,,,MO
3426,5426,1986,Nebraska,,,,,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,NE
