,index,Year,State,D_p,N_p,O_p,R_p,D_s,N_s,O_s,R_s,D_h,O_h,R_h,D_g,O_g,R_g,code
1077,1327,1892,Nevada,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,NV
1078,1314,1892,Iowa,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,1.0,IA
1079,1349,1892,Wyoming,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,WY
1080,1348,1892,Wisconsin,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,5.0,,,,WI
1081,1347,1892,West_Virginia,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,WV
1082,1346,1892,Washington,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,WA
1083,1344,1892,Vermont,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,VT
1084,1343,1892,Utah,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,UT
1085,1342,1892,Texas,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,,,,TX
1086,1341,1892,Tennessee,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,2.0,1.0,0.0,0.0,TN
1087,1340,1892,South_Dakota,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,SD
1088,1339,1892,South_Carolina,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,SC
1089,1345,1892,Virginia,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,VA
1090,1337,1892,Pennsylvania,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,1.0,23.0,,,,PA
1091,1336,1892,Oregon,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,,OR
1092,1335,1892,Oklahoma,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,OK
1093,1334,1892,Ohio,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,0.0,12.0,,,,OH
1094,1333,1892,North_Dakota,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,ND
1095,1332,1892,North_Carolina,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,NC
1096,1331,1892,New_York,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,0.0,15.0,,,,NY
1097,1330,1892,New_Mexico,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,NM
1098,1329,1892,New_Jersey,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,NJ
1099,1338,1892,Rhode_Island,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,,,,RI
1100,4289,1894,South_Carolina,,,,,1.0,0.0,0.0,0.0,7.0,0.0,1.0,,,,SC
1101,4290,1894,South_Dakota,,,,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,SD
1102,4291,1894,Tennessee,,,,,1.0,0.0,0.0,0.0,6.0,0.0,4.0,,,,TN
1103,4292,1894,Texas,,,,,1.0,0.0,0.0,0.0,13.0,0.0,1.0,1.0,0.0,0.0,TX
1104,4293,1894,Utah,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,UT
1105,4294,1894,Vermont,,,,,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,VT
1106,4299,1894,Wyoming,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,WY
1107,4296,1894,Washington,,,,,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,,WA
1108,4297,1894,West_Virginia,,,,,0.0,0.0,0.0,1.0,0.0,0.0,4.0,,,,WV
1109,4298,1894,Wisconsin,,,,,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,WI
1110,4257,1894,Delaware,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,DE
1111,4288,1894,Rhode_Island,,,,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,RI
1112,4295,1894,Virginia,,,,,1.0,0.0,0.0,0.0,9.0,0.0,2.0,,,,VA
1113,4287,1894,Pennsylvania,,,,,0.0,1.0,0.0,0.0,2.0,0.0,28.0,0.0,0.0,1.0,PA
1114,4256,1894,Connecticut,,,,,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,CT
1115,4285,1894,Oklahoma,,,,,0.0,1.0,0.0,0.0,,,,,,,OK
1116,4271,1894,Michigan,,,,,0.0,0.0,0.0,1.0,0.0,0.0,12.0,,,,MI
1117,4270,1894,Massachusetts,,,,,0.0,0.0,0.0,1.0,1.0,0.0,13.0,0.0,0.0,1.0,MA
1118,4269,1894,Maryland,,,,,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,MD
1119,4268,1894,Maine,,,,,0.0,0.0,0.0,1.0,0.0,0.0,4.0,,,,ME
1120,4267,1894,Louisiana,,,,,1.0,0.0,0.0,0.0,6.0,0.0,0.0,,,,LA
1121,4266,1894,Kentucky,,,,,1.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,1.0,KY
1122,4265,1894,Kansas,,,,,0.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,1.0,KS
1123,4264,1894,Iowa,,,,,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0,IA
1124,4263,1894,Indiana,,,,,0.0,1.0,0.0,0.0,0.0,0.0,13.0,,,,IN
1125,4262,1894,Illinois,,,,,0.0,0.0,0.0,1.0,2.0,0.0,23.0,,,,IL
1126,4261,1894,Idaho,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,ID
1127,4260,1894,Hawaii,,,,,0.0,1.0,0.0,0.0,,,,,,,HI
1128,4254,1894,California,,,,,0.0,1.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,CA
1129,4259,1894,Georgia,,,,,1.0,0.0,0.0,0.0,12.0,0.0,0.0,,,,GA
1130,4258,1894,Florida,,,,,0.0,1.0,0.0,0.0,2.0,0.0,0.0,,,,FL
1131,4250,1894,Alabama,,,,,1.0,0.0,0.0,0.0,8.0,2.0,2.0,1.0,0.0,0.0,AL
1132,4251,1894,Alaska,,,,,0.0,1.0,0.0,0.0,,,,,,,AK
1133,4252,1894,Arizona,,,,,0.0,1.0,0.0,0.0,,,,,,,AZ
1134,4253,1894,Arkansas,,,,,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,AR
1135,4272,1894,Minnesota,,,,,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,MN
1136,4273,1894,Mississippi,,,,,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,MS
1137,4255,1894,Colorado,,,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,CO
1138,4277,1894,Nevada,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,NV
1139,4284,1894,Ohio,,,,,0.0,1.0,0.0,0.0,2.0,0.0,19.0,0.0,0.0,1.0,OH
1140,4283,1894,North_Dakota,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,ND
1141,4282,1894,North_Carolina,,,,,0.0,0.0,1.0,0.0,3.0,4.0,3.0,,,,NC
1142,4281,1894,New_York,,,,,0.0,1.0,0.0,0.0,6.0,0.0,29.0,0.0,0.0,1.0,NY
1143,4280,1894,New_Mexico,,,,,0.0,1.0,0.0,0.0,,,,,,,NM
1144,4279,1894,New_Jersey,,,,,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,NJ
1145,4278,1894,New_Hampshire,,,,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,NH
1146,4276,1894,Nebraska,,,,,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,1.0,NE
1147,4275,1894,Montana,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,MT
1148,4286,1894,Oregon,,,,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,OR
1149,4274,1894,Missouri,,,,,0.0,1.0,0.0,0.0,5.0,0.0,11.0,,,,MO
1150,1375,1896,Montana,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,MT
1151,1376,1896,Nebraska,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,,,,NE
1152,1378,1896,New_Hampshire,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,NH
1153,1374,1896,Missouri,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,3.0,1.0,0.0,0.0,MO
1154,1379,1896,New_Jersey,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,NJ
1155,1380,1896,New_Mexico,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,NM
1156,1381,1896,New_York,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,29.0,0.0,0.0,1.0,NY
1157,1377,1896,Nevada,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,NV
1158,1373,1896,Mississippi,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,,,,MS
1159,1354,1896,California,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,,,,CA
1160,1371,1896,Michigan,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,1.0,MI
1161,1370,1896,Massachusetts,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,14.0,,,,MA
1162,1369,1896,Maryland,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,,,,MD
1163,1382,1896,North_Carolina,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,0.0,0.0,1.0,NC
1164,1368,1896,Maine,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,ME
1165,1367,1896,Louisiana,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,,,,LA
1166,1366,1896,Kentucky,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,4.0,,,,KY
1167,1364,1896,Iowa,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0,IA
1168,1363,1896,Indiana,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,9.0,0.0,0.0,1.0,IN
1169,1372,1896,Minnesota,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,,,,MN
1170,1383,1896,North_Dakota,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,ND
1171,1386,1896,Oregon,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,OR
1172,1385,1896,Oklahoma,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,OK
1173,1352,1896,Arizona,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,AZ
1174,1351,1896,Alaska,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,AK
1175,1350,1896,Alabama,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,1.0,,,,AL
1176,1355,1896,Colorado,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,CO
1177,1356,1896,Connecticut,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,CT
1178,1357,1896,Delaware,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,DE
1179,1358,1896,Florida,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,FL
1180,1359,1896,Georgia,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,GA
1181,1360,1896,Hawaii,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,HI
1182,1361,1896,Idaho,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,ID
1183,1362,1896,Illinois,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,18.0,0.0,0.0,1.0,IL
1184,1384,1896,Ohio,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,16.0,,,,OH
1185,1399,1896,Wyoming,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,WY
1186,1396,1896,Washington,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,WA
1187,1395,1896,Virginia,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,4.0,1.0,0.0,0.0,VA
1188,1394,1896,Vermont,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,VT
1189,1393,1896,Utah,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,UT
1190,1392,1896,Texas,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,1.0,,,,TX
1191,1391,1896,Tennessee,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,2.0,1.0,0.0,0.0,TN
1192,1390,1896,South_Dakota,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,SD
1193,1389,1896,South_Carolina,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,SC
1194,1388,1896,Rhode_Island,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,RI
1195,1387,1896,Pennsylvania,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,27.0,,,,PA
1196,1353,1896,Arkansas,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,AR
1197,1397,1896,West_Virginia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,WV
1198,1398,1896,Wisconsin,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,1.0,WI
1199,1365,1896,Kansas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,0.0,1.0,0.0,KS
1200,4324,1898,Missouri,,,,,1.0,0.0,0.0,0.0,13.0,0.0,3.0,,,,MO
1201,4326,1898,Nebraska,,,,,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,1.0,NE
1202,4327,1898,Nevada,,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,NV
1203,4328,1898,New_Hampshire,,,,,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,NH
1204,4329,1898,New_Jersey,,,,,0.0,0.0,0.0,1.0,3.0,0.0,6.0,0.0,0.0,1.0,NJ
1205,4330,1898,New_Mexico,,,,,0.0,1.0,0.0,0.0,,,,,,,NM
1206,4331,1898,New_York,,,,,0.0,0.0,0.0,1.0,18.0,0.0,17.0,0.0,0.0,1.0,NY
1207,4332,1898,North_Carolina,,,,,0.0,1.0,0.0,0.0,6.0,1.0,3.0,,,,NC
1208,4333,1898,North_Dakota,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,ND
1209,4334,1898,Ohio,,,,,0.0,0.0,0.0,1.0,6.0,0.0,16.0,0.0,0.0,1.0,OH
1210,4335,1898,Oklahoma,,,,,0.0,1.0,0.0,0.0,,,,,,,OK
1211,4325,1898,Montana,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,MT
1212,4336,1898,Oregon,,,,,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,OR
1213,4338,1898,Rhode_Island,,,,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,RI
1214,4339,1898,South_Carolina,,,,,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,SC
1215,4340,1898,South_Dakota,,,,,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,,SD
1216,4341,1898,Tennessee,,,,,1.0,0.0,0.0,0.0,8.0,0.0,2.0,1.0,0.0,0.0,TN
1217,4342,1898,Texas,,,,,1.0,0.0,0.0,0.0,12.0,0.0,1.0,1.0,0.0,0.0,TX
1218,4343,1898,Utah,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,UT
1219,4344,1898,Vermont,,,,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,VT
1220,4345,1898,Virginia,,,,,1.0,0.0,0.0,0.0,11.0,0.0,1.0,,,,VA
1221,4346,1898,Washington,,,,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,WA
1222,4347,1898,West_Virginia,,,,,0.0,0.0,0.0,1.0,1.0,0.0,3.0,,,,WV
1223,4337,1898,Pennsylvania,,,,,0.0,0.0,0.0,1.0,11.0,0.0,21.0,0.0,0.0,1.0,PA
1224,4348,1898,Wisconsin,,,,,0.0,0.0,0.0,1.0,0.0,0.0,10.0,,,,WI
1225,4349,1898,Wyoming,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,WY
1226,4322,1898,Minnesota,,,,,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,MN
1227,4300,1898,Alabama,,,,,0.0,1.0,0.0,0.0,10.0,0.0,1.0,1.0,0.0,0.0,AL
1228,4301,1898,Alaska,,,,,0.0,1.0,0.0,0.0,,,,,,,AK
1229,4302,1898,Arizona,,,,,0.0,1.0,0.0,0.0,,,,,,,AZ
1230,4303,1898,Arkansas,,,,,0.0,1.0,0.0,0.0,6.0,0.0,0.0,,,,AR
1231,4304,1898,California,,,,,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,1.0,CA
1232,4305,1898,Colorado,,,,,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,CO
1233,4306,1898,Connecticut,,,,,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,CT
1234,4307,1898,Delaware,,,,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,DE
1235,4308,1898,Florida,,,,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,FL
1236,4309,1898,Georgia,,,,,0.0,1.0,0.0,0.0,11.0,0.0,0.0,,,,GA
1237,4323,1898,Mississippi,,,,,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,MS
1238,4310,1898,Hawaii,,,,,0.0,1.0,0.0,0.0,,,,,,,HI
1239,4312,1898,Illinois,,,,,0.0,1.0,0.0,0.0,8.0,0.0,14.0,,,,IL
1240,4313,1898,Indiana,,,,,0.0,0.0,0.0,1.0,4.0,0.0,9.0,,,,IN
1241,4314,1898,Iowa,,,,,0.0,1.0,0.0,0.0,0.0,0.0,13.0,,,,IA
1242,4315,1898,Kansas,,,,,0.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,KS
1243,4316,1898,Kentucky,,,,,0.0,1.0,0.0,0.0,10.0,0.0,2.0,2.0,0.0,1.0,KY
1244,4317,1898,Louisiana,,,,,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,LA
1245,4318,1898,Maine,,,,,0.0,0.0,0.0,1.0,0.0,0.0,5.0,,,,ME
1246,4319,1898,Maryland,,,,,0.0,0.0,0.0,1.0,2.0,0.0,5.0,1.0,0.0,0.0,MD
1247,4320,1898,Massachusetts,,,,,0.0,0.0,0.0,1.0,3.0,0.0,10.0,0.0,0.0,1.0,MA
1248,4321,1898,Michigan,,,,,0.0,0.0,0.0,1.0,0.0,0.0,12.0,,,,MI
1249,4311,1898,Idaho,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,ID
1250,1408,1900,Florida,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,FL
1251,1418,1900,Maine,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,ME
1252,1406,1900,Connecticut,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,CT
1253,1425,1900,Montana,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,MT
1254,1424,1900,Missouri,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,3.0,1.0,0.0,0.0,MO
1255,1423,1900,Mississippi,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,,,,MS
1256,1422,1900,Minnesota,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,MN
1257,1421,1900,Michigan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,1.0,MI
1258,1420,1900,Massachusetts,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,11.0,,,,MA
1259,1419,1900,Maryland,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,,,,MD
1260,1404,1900,California,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,,,,CA
1261,1417,1900,Louisiana,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,,,,LA
1262,1416,1900,Kentucky,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,3.0,,,,KY
1263,1415,1900,Kansas,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,,,,KS
1264,1414,1900,Iowa,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0,IA
1265,1413,1900,Indiana,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,1.0,IN
1266,1412,1900,Illinois,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11.0,0.0,11.0,0.0,0.0,1.0,IL
1267,1411,1900,Idaho,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,ID
1268,1410,1900,Hawaii,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,HI
1269,1409,1900,Georgia,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,GA
1270,1428,1900,New_Hampshire,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,NH
1271,1407,1900,Delaware,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,DE
1272,1405,1900,Colorado,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,CO
1273,1403,1900,Arkansas,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,AR
1274,1429,1900,New_Jersey,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,0.0,0.0,1.0,NJ
1275,1401,1900,Alaska,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,AK
1276,1449,1900,Wyoming,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,WY
1277,1448,1900,Wisconsin,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,WI
1278,1447,1900,West_Virginia,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,WV
1279,1446,1900,Washington,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,WA
1280,1445,1900,Virginia,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,VA
1281,1444,1900,Vermont,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,VT
1282,1443,1900,Utah,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,UT
1283,1442,1900,Texas,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,,,,TX
1284,1441,1900,Tennessee,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,2.0,,,,TN
1285,1440,1900,South_Dakota,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,SD
1286,1402,1900,Arizona,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,AZ
1287,1439,1900,South_Carolina,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,,,,SC
1288,1437,1900,Pennsylvania,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,27.0,,,,PA
1289,1436,1900,Oregon,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,OR
1290,1435,1900,Oklahoma,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,OK
1291,1434,1900,Ohio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,17.0,,,,OH
1292,1433,1900,North_Dakota,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,ND
1293,1432,1900,North_Carolina,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,2.0,1.0,0.0,0.0,NC
1294,1431,1900,New_York,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,14.0,0.0,23.0,0.0,0.0,1.0,NY
1295,1430,1900,New_Mexico,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,NM
1296,1426,1900,Nebraska,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,NE
